,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
3787,17530.0,2385.0,10,2011-12-08 18:42:00,0
3788,17531.0,296.7,1,2011-06-02 19:17:00,189
3789,17534.0,223.36,1,2011-10-17 12:47:00,53
3790,17535.0,164.4,1,2011-03-04 15:20:00,279
3791,17536.0,76.5,1,2011-06-15 13:23:00,176
3792,17537.0,897.62,2,2011-11-10 10:56:00,29
3793,17538.0,98.42,1,2011-11-14 12:12:00,25
3794,17540.0,578.9,2,2011-11-15 11:56:00,24
3795,17542.0,170.75,1,2011-03-15 11:45:00,269
3796,17545.0,645.96,3,2011-10-27 14:04:00,42
3797,17548.0,103.3,1,2011-04-20 12:01:00,233
3798,17549.0,148.86,2,2011-11-16 09:59:00,23
3799,17550.0,267.16,3,2011-05-26 14:09:00,196
3800,17551.0,306.84,1,2010-12-15 14:12:00,358
3801,17552.0,930.41,4,2011-10-10 17:00:00,59
3802,17553.0,1487.6,1,2011-08-02 10:00:00,129
3803,17554.0,1952.45,5,2011-12-08 14:15:00,0
3804,17555.0,483.26,2,2011-11-20 12:22:00,19
3805,17556.0,157.9,1,2011-05-18 10:48:00,205
3806,17557.0,541.46,3,2011-11-25 12:57:00,13
3807,17560.0,854.95,4,2011-09-06 09:18:00,94
3808,17561.0,167.62,1,2011-11-20 12:53:00,18
3809,17562.0,1122.38,7,2011-11-25 14:21:00,13
3810,17564.0,454.01,3,2011-11-15 13:27:00,23
3811,17566.0,901.21,2,2011-12-01 19:54:00,7
3813,17569.0,344.14,1,2011-01-11 14:15:00,331
3814,17571.0,1498.51,4,2011-10-20 15:57:00,49
3815,17572.0,226.75000000000003,4,2011-09-29 17:53:00,70
3816,17573.0,380.6,3,2011-11-10 13:01:00,28
3817,17574.0,185.65,1,2011-04-11 09:47:00,242
3819,17578.0,143.45999999999998,1,2011-05-05 18:38:00,217
3820,17579.0,448.90000000000003,3,2011-12-05 12:28:00,4
3821,17580.0,215.72,3,2011-04-01 12:41:00,252
3823,17582.0,175.27,1,2011-04-17 13:18:00,235
3824,17584.0,1242.3,2,2011-12-02 17:12:00,6
3825,17585.0,1133.07,4,2011-08-22 13:30:00,108
3826,17588.0,1240.2,3,2011-08-31 13:37:00,99
3827,17589.0,2404.17,4,2011-10-10 16:58:00,59
3828,17590.0,1479.22,3,2011-12-07 12:55:00,1
3829,17591.0,2225.9700000000003,7,2011-09-27 13:42:00,72
3831,17594.0,993.18,2,2011-09-15 16:34:00,84
3832,17595.0,388.79,2,2011-11-27 16:08:00,11
3833,17596.0,2827.93,7,2011-11-16 14:11:00,22
3834,17597.0,2044.3700000000001,1,2011-05-10 11:54:00,213
3835,17600.0,161.67000000000002,1,2011-11-22 09:43:00,17
3836,17601.0,116.00999999999999,1,2011-04-14 18:02:00,238
3838,17603.0,394.72,1,2011-09-22 14:18:00,77
3839,17604.0,309.36,2,2011-05-06 13:43:00,216
3840,17608.0,193.42,2,2011-11-06 13:06:00,32
3841,17609.0,1112.22,5,2011-10-30 12:28:00,40
3843,17612.0,2048.45,6,2011-10-17 14:59:00,52
3845,17614.0,390.07,1,2011-10-13 16:01:00,56
3846,17615.0,329.6,3,2011-08-01 14:06:00,129
3847,17616.0,571.1999999999999,3,2011-06-19 10:11:00,173
3848,17618.0,971.58,3,2011-12-04 11:50:00,5
3849,17619.0,218.52,1,2011-01-31 14:18:00,311
3850,17620.0,81.44,1,2011-10-11 12:08:00,59
3851,17621.0,1379.9,3,2011-11-18 17:11:00,20
3852,17623.0,527.0500000000001,1,2011-11-07 11:32:00,32
3853,17624.0,843.48,2,2011-11-25 10:52:00,14
3854,17625.0,2047.0,4,2011-11-21 13:36:00,17
3855,17628.0,75.75,1,2011-09-19 15:21:00,80
3856,17629.0,1814.12,8,2011-12-04 10:56:00,5
3857,17630.0,503.59999999999997,2,2011-06-23 11:58:00,169
3858,17631.0,528.33,3,2011-12-08 09:47:00,1
3859,17633.0,1324.84,4,2011-11-08 13:25:00,30
3860,17634.0,2361.9700000000003,9,2011-11-03 13:09:00,35
3861,17636.0,285.56,1,2011-11-20 14:40:00,18
3862,17637.0,547.0600000000001,2,2011-11-08 12:51:00,30
3863,17639.0,108.5,1,2011-03-08 15:22:00,275
3864,17640.0,621.66,1,2011-09-14 09:13:00,86
3865,17642.0,712.29,2,2011-08-12 09:11:00,119
3866,17643.0,101.55,1,2010-12-01 14:38:00,372
3867,17644.0,2895.64,11,2011-12-08 13:43:00,0
3868,17646.0,1008.39,3,2011-05-04 13:17:00,218
3869,17647.0,133.06,1,2011-10-05 15:38:00,64
3870,17648.0,1797.5,4,2011-10-10 09:41:00,60
3871,17649.0,868.49,1,2011-07-24 15:53:00,137
3872,17650.0,166.08,1,2011-11-18 14:52:00,20
3875,17653.0,1207.56,4,2011-11-03 12:46:00,36
3876,17654.0,117.55,1,2011-03-07 13:17:00,276
3877,17655.0,2638.94,7,2011-11-29 11:34:00,10
3878,17656.0,1674.69,5,2011-09-27 13:04:00,72
3879,17658.0,595.42,2,2011-11-14 12:07:00,25
3881,17660.0,196.0,1,2011-07-21 13:37:00,140
3882,17663.0,1802.91,7,2011-11-14 08:56:00,25
3883,17664.0,604.64,2,2011-11-21 11:29:00,18
3884,17666.0,728.16,2,2011-12-06 09:06:00,3
3885,17667.0,2055.51,5,2011-10-04 14:32:00,65
3886,17668.0,347.75,2,2011-12-08 13:25:00,0
3887,17669.0,3406.7200000000003,7,2011-10-28 08:53:00,42
3888,17670.0,205.7,1,2011-04-26 09:12:00,227
3889,17671.0,1572.71,4,2011-11-24 12:21:00,15
3890,17672.0,3178.17,2,2011-10-20 14:18:00,49
3891,17673.0,1629.12,6,2011-12-08 12:50:00,1
3892,17674.0,551.04,2,2011-09-26 13:35:00,73
3894,17676.0,1387.68,6,2011-12-05 15:16:00,3
3896,17678.0,298.11,1,2011-03-21 11:52:00,263
3897,17679.0,1992.1100000000001,2,2011-10-18 07:43:00,52
3898,17680.0,184.4,1,2011-11-16 12:42:00,23
3899,17682.0,2474.33,6,2011-11-29 15:59:00,9
3900,17684.0,239.41,1,2011-10-27 11:10:00,43
3901,17685.0,3191.53,7,2011-11-23 11:36:00,16
3904,17691.0,290.40000000000003,2,2010-12-16 17:20:00,357
3905,17692.0,740.9399999999999,4,2011-08-04 14:01:00,126
3906,17693.0,200.47,1,2011-07-25 15:48:00,136
3907,17694.0,283.12,1,2011-07-21 12:00:00,141
3908,17695.0,765.34,2,2011-07-31 10:40:00,131
3909,17696.0,2285.71,8,2011-11-01 13:43:00,37
3910,17697.0,338.95,1,2011-04-17 15:40:00,235
3911,17698.0,154.95,1,2011-03-24 11:34:00,260
3912,17700.0,2534.64,4,2011-11-23 11:51:00,16
3913,17701.0,417.95,1,2011-04-01 12:25:00,252
3914,17702.0,1824.37,4,2011-11-09 16:03:00,29
3915,17703.0,798.74,3,2011-11-04 15:51:00,34
3916,17704.0,885.19,2,2011-06-24 09:40:00,168
3917,17705.0,1823.52,9,2011-12-06 13:45:00,2
3919,17707.0,152.4,2,2011-06-07 15:03:00,184
3920,17708.0,267.08,2,2011-06-05 10:12:00,187
3921,17709.0,137.45,1,2011-06-23 11:55:00,169
3922,17711.0,385.1,2,2011-11-29 11:40:00,10
3923,17712.0,522.91,1,2011-10-26 12:28:00,44
3924,17714.0,153.0,1,2011-01-23 10:32:00,320
3925,17715.0,326.4,1,2011-05-23 12:32:00,200
3927,17718.0,139.35,1,2011-04-21 13:39:00,231
3929,17720.0,1195.94,4,2011-11-13 15:04:00,25
3930,17722.0,2424.04,4,2011-09-04 15:22:00,95
3931,17723.0,3276.4000000000005,6,2011-08-04 18:37:00,126
3932,17724.0,1033.0,3,2011-09-29 15:26:00,70
3933,17725.0,3439.08,11,2011-11-23 16:34:00,15
3934,17727.0,1060.25,1,2011-11-24 17:06:00,14
3935,17728.0,2876.01,3,2011-12-06 08:52:00,3
3937,17731.0,1240.11,4,2011-09-21 15:02:00,78
3938,17732.0,303.97,1,2010-12-02 09:29:00,372
3939,17733.0,692.19,2,2011-11-01 08:16:00,38
3940,17734.0,700.63,3,2011-10-17 12:33:00,53
3942,17736.0,377.44,3,2011-11-30 15:36:00,8
3943,17737.0,168.24,2,2011-11-30 15:16:00,8
3944,17738.0,1879.05,4,2011-11-20 15:05:00,18
3945,17739.0,2791.35,7,2011-11-28 09:12:00,11
3946,17742.0,355.11,2,2011-08-18 15:28:00,112
3947,17744.0,2322.4,6,2011-12-06 12:11:00,3
3948,17746.0,110.25,1,2011-04-13 14:31:00,239
3949,17747.0,71.4,1,2011-08-19 08:13:00,112
3950,17749.0,674.52,2,2011-06-14 15:45:00,177
3951,17750.0,1797.57,9,2011-12-04 14:09:00,4
3952,17752.0,80.64,1,2010-12-15 16:19:00,358
3953,17754.0,1772.26,5,2011-12-09 11:20:00,0
3955,17758.0,3456.7000000000003,8,2011-11-20 14:45:00,18
3956,17759.0,834.99,3,2011-11-22 16:02:00,16
3957,17760.0,287.59,2,2011-11-18 10:56:00,21
3958,17761.0,712.78,1,2011-11-07 10:23:00,32
3959,17763.0,15.0,1,2011-03-21 14:25:00,262
3960,17764.0,818.8199999999999,2,2011-10-20 11:03:00,50
3961,17765.0,371.88,3,2011-07-04 12:41:00,158
3962,17767.0,271.2,1,2011-11-24 14:42:00,14
3963,17768.0,2273.1800000000003,3,2011-12-01 13:22:00,7
3965,17770.0,1143.27,5,2011-05-25 12:34:00,198
3966,17771.0,245.81,2,2011-10-14 11:43:00,56
3967,17772.0,182.77,2,2011-11-29 11:05:00,10
3968,17774.0,1225.41,4,2011-09-04 12:49:00,96
3969,17775.0,56.4,1,2011-03-30 10:50:00,254
3970,17777.0,665.86,3,2011-11-15 12:02:00,24
3971,17779.0,658.57,3,2011-11-18 14:15:00,20
3972,17781.0,188.02,2,2011-07-03 16:00:00,158
3973,17783.0,283.47,2,2011-09-28 16:07:00,71
3974,17785.0,131.94,1,2011-10-17 13:43:00,52
3975,17786.0,278.74,2,2011-09-15 12:51:00,84
3976,17787.0,1865.19,4,2011-07-10 11:24:00,152
3977,17788.0,1112.95,2,2011-09-27 10:09:00,73
3978,17789.0,225.9,1,2011-03-03 13:14:00,280
3980,17791.0,106.1,1,2011-11-10 12:09:00,29
3981,17793.0,323.04,1,2011-11-14 14:24:00,24
3982,17795.0,350.39,2,2011-06-13 12:36:00,179
3983,17796.0,697.9,4,2011-10-30 15:38:00,39
3984,17797.0,780.43,3,2011-11-17 13:21:00,21
3985,17799.0,3055.93,10,2011-11-17 15:16:00,21
3986,17800.0,1199.01,9,2011-11-02 12:57:00,36
3987,17802.0,1285.04,3,2011-09-18 14:56:00,81
3988,17805.0,512.31,1,2011-09-27 11:49:00,73
3989,17806.0,546.04,1,2011-11-28 14:12:00,10
3992,17812.0,732.16,4,2011-11-27 11:47:00,12
3993,17813.0,1770.8799999999999,5,2011-11-25 16:13:00,13
3994,17816.0,36.56,4,2011-11-03 11:34:00,36
3995,17817.0,387.68,3,2011-12-05 14:39:00,3
3997,17824.0,298.4,1,2011-10-19 14:14:00,50
3998,17827.0,1995.46,5,2011-12-04 15:00:00,4
3999,17828.0,1165.09,4,2011-11-17 08:41:00,22
4000,17829.0,889.24,1,2011-02-14 12:46:00,298
4001,17830.0,398.7,3,2011-12-08 12:28:00,1
4002,17831.0,35.400000000000006,1,2011-11-06 15:09:00,32
4003,17832.0,155.37,1,2011-10-21 11:43:00,49
4004,17835.0,350.64,3,2011-12-07 11:48:00,2
4005,17836.0,110.21000000000001,1,2011-10-23 16:13:00,46
4006,17837.0,1593.38,8,2011-10-28 16:13:00,41
4007,17838.0,2779.3,5,2011-11-13 11:20:00,26
4008,17839.0,338.8,1,2011-10-28 17:27:00,41
4010,17843.0,205.48,1,2011-02-09 15:33:00,302
4011,17844.0,51.559999999999995,1,2011-08-25 11:27:00,106
4012,17846.0,2033.1,1,2011-09-15 15:20:00,84
4013,17848.0,901.1999999999999,9,2011-09-19 16:49:00,80
4014,17849.0,605.8000000000001,4,2011-05-05 13:46:00,217
4016,17852.0,114.34,2,2011-11-28 12:36:00,11
4017,17854.0,311.26,2,2011-06-07 16:21:00,184
4018,17855.0,208.97,1,2010-12-02 09:44:00,372
4019,17856.0,1418.03,4,2011-12-08 09:40:00,1
4022,17859.0,148.21,1,2011-02-08 10:32:00,304
4023,17860.0,252.8,1,2010-12-06 12:41:00,368
4024,17861.0,2100.8,8,2011-12-06 16:21:00,2
4025,17862.0,330.9,1,2011-01-20 12:23:00,323
4026,17863.0,3160.0,6,2011-10-11 13:45:00,58
4027,17864.0,597.5,3,2011-11-27 11:15:00,12
4029,17866.0,329.65,1,2011-07-20 11:07:00,142
4030,17867.0,1197.1000000000001,6,2011-11-09 14:15:00,29
4031,17869.0,428.18,5,2011-08-24 16:16:00,106
4033,17871.0,155.9,1,2011-05-19 11:32:00,204
4034,17873.0,1859.16,5,2011-09-20 16:41:00,79
4035,17874.0,683.46,6,2011-06-07 12:54:00,184
4036,17877.0,237.61,1,2011-06-22 13:00:00,169
4037,17878.0,379.45,1,2011-10-27 11:24:00,43
4038,17879.0,178.51999999999998,1,2011-06-19 12:36:00,173
4039,17880.0,458.92,1,2010-12-10 10:21:00,364
4040,17881.0,133.35000000000002,1,2011-02-08 17:16:00,303
4041,17883.0,671.77,4,2011-12-06 17:49:00,2
4042,17884.0,717.45,4,2011-12-06 11:33:00,3
4043,17885.0,190.19,1,2011-11-27 14:40:00,11
4044,17886.0,899.61,3,2011-11-08 10:09:00,31
4045,17887.0,111.35,1,2011-08-02 17:29:00,128
4046,17888.0,726.05,8,2011-11-18 13:45:00,20
4047,17889.0,203.87,2,2011-05-11 16:26:00,211
4048,17890.0,602.09,2,2011-01-21 11:19:00,322
4049,17891.0,203.85999999999999,1,2011-06-30 20:08:00,161
4050,17892.0,244.1,3,2011-10-14 16:49:00,55
4051,17893.0,112.25,1,2011-04-28 13:50:00,224
4052,17894.0,1119.81,8,2011-09-29 09:23:00,71
4053,17895.0,98.0,1,2011-10-26 17:00:00,43
4054,17896.0,256.32,1,2011-11-16 13:59:00,22
4055,17897.0,566.6,3,2011-06-20 11:23:00,172
4056,17898.0,152.06,2,2011-09-15 14:56:00,84
4057,17899.0,155.8,1,2011-07-03 14:58:00,158
4058,17900.0,112.19999999999999,2,2011-06-02 14:38:00,189
4059,17901.0,110.38,1,2011-11-10 17:29:00,28
4060,17904.0,191.67,1,2011-11-18 12:57:00,20
4061,17905.0,800.24,4,2011-09-29 17:33:00,70
4062,17906.0,72.9,1,2011-04-06 17:25:00,246
4063,17908.0,243.28,1,2010-12-01 11:45:00,373
4064,17911.0,366.23,1,2011-11-30 14:52:00,8
4065,17912.0,311.01,5,2011-02-02 14:25:00,309
4066,17913.0,411.6,2,2011-10-12 10:45:00,58
4067,17914.0,336.43,1,2011-12-06 11:58:00,3
4068,17917.0,341.28,3,2011-10-25 13:20:00,44
4069,17919.0,1304.04,1,2011-09-12 13:41:00,87
4071,17921.0,826.52,4,2011-10-06 18:56:00,63
4072,17923.0,207.50000000000003,1,2011-03-02 15:15:00,281
4073,17924.0,2962.5,7,2011-11-28 09:11:00,11
4074,17925.0,244.08,1,2010-12-02 10:10:00,372
4075,17926.0,397.29,2,2011-07-29 14:39:00,132
4076,17928.0,212.54,2,2011-10-25 13:52:00,44
4077,17929.0,843.0,4,2011-11-28 16:01:00,10
4078,17930.0,1740.48,5,2011-11-04 10:23:00,35
4079,17931.0,408.36,2,2011-07-28 18:33:00,133
4080,17932.0,1331.57,3,2011-11-10 19:49:00,28
4081,17934.0,704.25,2,2011-10-19 11:16:00,51
4082,17935.0,142.89,2,2011-07-24 13:18:00,137
4083,17936.0,389.84,1,2011-12-04 13:32:00,4
4085,17939.0,99.14,1,2011-07-03 12:27:00,159
4087,17941.0,304.56,1,2011-08-01 08:30:00,130
4088,17942.0,77.50000000000001,1,2011-12-02 10:45:00,7
4089,17946.0,149.57999999999998,2,2011-04-20 17:00:00,232
4090,17947.0,176.68,1,2011-11-02 13:05:00,36
4091,17948.0,358.56000000000006,1,2011-07-15 12:58:00,146
4093,17950.0,482.2,3,2011-09-28 15:18:00,71
4094,17951.0,1008.5400000000001,3,2011-10-31 12:30:00,39
4096,17955.0,557.3,4,2011-05-25 12:00:00,198
4097,17956.0,12.75,1,2011-04-04 13:47:00,248
4098,17957.0,111.68,1,2011-10-04 14:58:00,65
4099,17958.0,508.4599999999999,1,2011-08-15 12:19:00,116
4100,17960.0,73.78,1,2011-06-21 14:15:00,170
4102,17962.0,102.83,1,2011-07-20 14:16:00,141
4103,17964.0,471.7,2,2011-11-08 10:44:00,31
4105,17966.0,1098.43,5,2011-11-02 10:26:00,37
4106,17967.0,123.07,1,2010-12-03 11:19:00,371
4107,17968.0,277.35,1,2010-12-01 12:23:00,373
4108,17969.0,228.2,2,2011-06-26 13:00:00,165
4109,17970.0,582.59,1,2011-05-12 20:03:00,210
4110,17972.0,136.04,1,2011-04-12 12:16:00,241
4111,17973.0,337.04,1,2011-10-19 10:34:00,51
4112,17974.0,740.79,3,2011-11-15 11:37:00,24
4114,17976.0,353.19,1,2010-12-02 13:49:00,371
4115,17977.0,288.14,1,2011-11-10 13:28:00,28
4116,17978.0,300.91999999999996,1,2010-12-09 14:05:00,364
4117,17979.0,757.71,4,2011-11-04 12:05:00,35
4118,17980.0,811.45,3,2011-06-27 12:01:00,165
4119,17984.0,152.68,1,2011-07-17 15:59:00,144
4120,17985.0,634.95,1,2011-11-17 14:24:00,21
4121,17986.0,20.8,1,2011-10-14 14:22:00,55
4122,17987.0,198.57,1,2011-06-07 14:22:00,184
4123,17988.0,201.12,7,2011-11-28 11:00:00,11
4124,17990.0,630.84,3,2011-04-17 11:44:00,236
4125,17991.0,93.35,2,2011-04-28 15:58:00,224
4126,17994.0,678.49,4,2011-08-10 11:41:00,121
4127,17995.0,76.1,1,2011-03-03 12:30:00,281
4128,17997.0,1970.6699999999998,8,2011-09-26 16:13:00,73
4129,17999.0,382.06,2,2011-11-02 15:56:00,36
4130,18001.0,417.23,2,2011-11-27 16:02:00,11
4131,18004.0,169.47,1,2010-12-12 13:47:00,361
4132,18005.0,249.72,2,2011-12-06 11:51:00,3
4133,18006.0,444.68,1,2011-11-16 16:52:00,22
4134,18008.0,2116.19,9,2011-09-30 15:17:00,69
4135,18009.0,257.34,1,2011-04-18 13:36:00,234
4136,18010.0,174.8,1,2011-03-28 12:27:00,256
4137,18011.0,102.78999999999999,1,2010-12-01 17:35:00,372
4138,18013.0,187.29,2,2011-07-07 14:11:00,154
4139,18014.0,166.42,1,2011-11-11 15:28:00,27
4140,18015.0,120.03,1,2011-12-05 14:49:00,3
4141,18016.0,1483.56,5,2011-11-07 13:25:00,31
4142,18017.0,523.0,3,2011-09-19 16:15:00,80
4143,18018.0,122.14,2,2011-08-23 17:37:00,107
4144,18019.0,38.45,1,2011-10-19 12:10:00,51
4145,18022.0,668.11,1,2011-11-04 12:45:00,35
4146,18024.0,389.78,2,2011-07-10 12:40:00,152
4147,18027.0,115.31,1,2011-09-02 10:38:00,98
4148,18030.0,230.64999999999998,2,2011-12-05 16:37:00,3
4149,18032.0,73.5,1,2011-01-09 15:32:00,333
4150,18033.0,97.97,1,2011-10-05 17:28:00,64
4151,18034.0,422.88,2,2011-11-18 12:22:00,21
4152,18035.0,730.4,3,2011-11-04 12:39:00,35
4153,18036.0,405.62,3,2011-11-07 14:40:00,31
4154,18037.0,70.02,6,2011-07-08 13:39:00,153
4155,18040.0,357.20000000000005,2,2011-11-20 14:20:00,18
4157,18042.0,165.04999999999998,1,2011-10-17 11:49:00,53
4158,18043.0,559.51,3,2011-11-15 12:48:00,24
4159,18044.0,2088.6,10,2011-12-05 14:26:00,3
4160,18045.0,189.4,1,2011-10-25 13:07:00,44
4161,18048.0,172.29000000000002,2,2011-05-20 14:58:00,202
4162,18050.0,74.4,1,2010-12-15 14:25:00,358
4163,18053.0,300.02,1,2011-09-30 09:05:00,70
4165,18056.0,363.65,1,2011-02-24 14:27:00,287
4166,18058.0,170.16,1,2011-11-30 08:38:00,9
4167,18059.0,306.46,3,2011-11-16 16:49:00,22
4168,18061.0,2119.41,10,2011-11-18 11:20:00,21
4169,18062.0,720.52,3,2011-06-19 14:47:00,172
4170,18064.0,814.0,2,2011-07-29 16:39:00,132
4172,18066.0,318.0,1,2011-09-25 15:30:00,74
4173,18067.0,396.33,1,2011-10-30 15:58:00,39
4174,18068.0,101.69999999999999,1,2011-02-23 14:50:00,288
4175,18069.0,2036.67,5,2011-11-13 16:03:00,25
4176,18071.0,453.0,2,2011-03-27 11:59:00,257
4177,18072.0,247.44,1,2011-06-07 10:44:00,185
4179,18074.0,489.6,1,2010-12-01 09:53:00,373
4180,18075.0,2611.75,10,2011-11-16 15:21:00,22
4181,18077.0,2633.0099999999998,11,2011-12-01 13:32:00,7
4182,18078.0,336.13,2,2011-05-06 14:32:00,216
4183,18079.0,3651.97,4,2011-10-25 15:27:00,44
4184,18080.0,1231.5,2,2011-11-21 08:02:00,18
4185,18081.0,343.45,3,2011-11-03 16:30:00,35
4186,18082.0,703.37,1,2011-11-14 12:45:00,25
4187,18084.0,90.47999999999999,1,2011-11-23 13:57:00,15
4188,18085.0,689.95,2,2011-01-13 15:17:00,329
4189,18086.0,101.34,1,2011-03-10 13:34:00,273
4191,18088.0,167.67000000000002,1,2011-10-09 13:41:00,60
4193,18093.0,2106.52,4,2011-09-07 15:43:00,92
4194,18094.0,3017.3,7,2011-09-19 09:28:00,81
4195,18095.0,580.0500000000001,2,2011-01-31 12:50:00,312
4196,18096.0,911.15,3,2011-11-28 12:44:00,11
4197,18097.0,2697.8,6,2011-12-02 11:16:00,7
4198,18099.0,168.31,1,2011-08-04 15:52:00,126
4199,18101.0,223.65,2,2011-11-28 13:37:00,10
4201,18104.0,754.64,1,2011-11-02 14:07:00,36
4202,18105.0,113.48000000000002,1,2011-11-02 12:04:00,37
4203,18106.0,430.7,1,2011-01-14 12:23:00,329
4204,18108.0,271.0,1,2011-03-30 13:56:00,253
4206,18110.0,236.3,1,2011-11-20 12:34:00,19
4207,18112.0,352.69,2,2011-11-27 14:43:00,11
4208,18113.0,76.32000000000001,1,2010-12-06 12:31:00,368
4209,18114.0,220.1,1,2011-02-22 13:20:00,289
4210,18116.0,1418.03,8,2011-10-03 11:00:00,67
4211,18117.0,320.72,1,2011-11-14 12:47:00,25
4213,18119.0,181.12,1,2010-12-07 11:59:00,367
4214,18120.0,111.15,1,2011-05-09 13:45:00,213
4215,18121.0,673.1,2,2011-07-13 12:53:00,148
4216,18122.0,1826.21,6,2011-12-01 13:08:00,7
4217,18123.0,589.4399999999999,2,2011-11-15 14:23:00,23
4218,18125.0,1142.99,4,2011-11-10 12:29:00,29
4219,18126.0,206.82999999999998,1,2011-10-10 12:19:00,60
4220,18127.0,348.73,3,2011-11-20 14:05:00,18
4221,18129.0,112.55000000000001,1,2011-04-10 14:16:00,242
4222,18130.0,1059.39,3,2011-11-24 14:40:00,14
4223,18133.0,931.4999999999999,1,2011-05-11 14:14:00,211
4224,18135.0,681.9100000000001,5,2011-11-10 19:32:00,28
4225,18136.0,784.33,3,2011-10-07 15:40:00,62
4226,18138.0,152.65,1,2011-02-17 14:51:00,294
4228,18142.0,1019.52,2,2011-07-05 13:19:00,156
4229,18143.0,1000.16,2,2011-08-15 12:07:00,116
4231,18145.0,2861.55,4,2011-11-27 11:22:00,12
4232,18146.0,160.35000000000002,2,2011-07-22 12:08:00,140
4233,18147.0,179.33999999999997,2,2011-10-25 11:46:00,45
4234,18149.0,612.0799999999999,3,2011-10-20 12:04:00,50
4235,18150.0,566.58,3,2011-11-07 16:49:00,31
4236,18151.0,653.35,2,2011-07-28 11:35:00,134
4237,18154.0,399.19,2,2011-12-06 16:41:00,2
4238,18155.0,371.62,3,2011-09-25 13:32:00,74
4239,18156.0,734.94,2,2011-11-27 12:24:00,12
4240,18158.0,453.4,2,2011-11-30 16:19:00,8
4241,18159.0,530.15,1,2011-02-11 14:26:00,300
4242,18160.0,638.0600000000001,2,2011-10-13 15:50:00,56
4243,18161.0,1618.69,5,2011-11-24 16:40:00,14
4244,18164.0,399.65000000000003,1,2011-11-02 12:56:00,36
4245,18165.0,302.46000000000004,1,2011-06-15 13:23:00,176
4246,18167.0,1384.8600000000001,3,2011-11-16 15:56:00,22
4247,18168.0,1169.94,6,2011-06-16 19:21:00,175
4248,18169.0,202.65,1,2011-10-10 12:18:00,60
4249,18170.0,980.31,3,2011-11-06 14:35:00,32
4250,18171.0,1231.31,5,2011-10-12 09:13:00,58
4252,18173.0,2106.84,4,2011-09-14 11:26:00,86
4253,18174.0,104.0,1,2011-12-02 16:56:00,6
4254,18176.0,476.35,1,2010-12-16 15:45:00,357
4255,18177.0,1341.42,6,2011-11-08 14:44:00,30
4256,18178.0,1590.81,4,2011-08-03 09:30:00,128
4257,18179.0,1793.17,6,2011-11-30 16:23:00,8
4258,18180.0,1843.75,6,2011-12-05 08:39:00,4
4259,18181.0,382.8,1,2011-11-15 15:08:00,23
4260,18183.0,632.07,2,2011-04-26 15:26:00,226
4261,18184.0,49.8,1,2011-11-24 15:28:00,14
4262,18185.0,304.25,1,2011-04-04 13:42:00,248
4263,18188.0,2001.04,3,2011-11-24 16:46:00,14
4264,18189.0,1090.24,2,2011-09-23 12:40:00,77
4265,18190.0,284.46000000000004,2,2011-05-31 14:48:00,191
4266,18191.0,207.79999999999998,1,2011-03-23 12:08:00,261
4267,18192.0,957.97,1,2011-09-29 09:53:00,71
4268,18193.0,243.76,1,2011-06-27 13:58:00,164
4269,18194.0,973.8399999999999,1,2011-09-18 13:29:00,81
4270,18196.0,689.13,2,2011-09-05 16:22:00,94
4272,18200.0,163.8,1,2011-08-25 18:45:00,105
4273,18202.0,1396.99,3,2011-05-24 12:12:00,199
4274,18203.0,160.42000000000002,1,2011-07-05 13:07:00,156
4275,18204.0,1993.7,3,2011-09-29 16:44:00,70
4276,18205.0,517.36,2,2011-11-03 13:22:00,35
4277,18209.0,139.10000000000002,1,2011-11-11 12:07:00,28
4278,18210.0,2621.38,6,2011-12-08 11:02:00,1
4279,18211.0,600.07,5,2011-11-14 08:10:00,25
4280,18212.0,248.42,1,2011-01-17 16:14:00,325
4281,18213.0,232.48000000000002,1,2011-04-17 10:21:00,236
4282,18215.0,299.34000000000003,1,2011-09-11 16:05:00,88
4283,18216.0,481.75,1,2011-11-08 16:55:00,30
4284,18217.0,621.75,2,2011-11-10 13:18:00,28
4285,18218.0,662.08,2,2011-05-12 12:53:00,210
4286,18219.0,2069.77,10,2011-12-07 11:43:00,2
4287,18220.0,305.28000000000003,1,2011-04-27 09:03:00,226
4288,18221.0,1041.61,5,2011-11-17 14:40:00,21
4289,18222.0,443.0,1,2011-09-08 10:45:00,92
4291,18224.0,158.95000000000002,1,2011-03-21 10:30:00,263
4294,18227.0,93.75,1,2011-05-06 12:23:00,217
4295,18228.0,779.9,2,2011-10-14 09:21:00,56
4297,18230.0,2810.2000000000003,7,2011-11-30 13:22:00,8
4298,18231.0,2083.27,5,2011-05-31 14:18:00,191
4299,18232.0,592.97,4,2011-09-19 11:49:00,81
4300,18233.0,440.0,1,2011-01-18 08:44:00,325
4301,18235.0,1796.48,3,2011-09-29 08:27:00,71
4302,18236.0,882.24,6,2011-11-10 08:06:00,29
4303,18237.0,987.1,5,2011-12-07 12:49:00,2
4304,18239.0,1561.6100000000001,5,2011-05-05 12:38:00,218
4305,18240.0,422.58,1,2011-10-24 13:06:00,45
4307,18242.0,2232.4900000000002,4,2011-09-28 13:43:00,71
4308,18245.0,2567.06,7,2011-12-02 14:48:00,6
4309,18246.0,596.1,2,2011-11-16 11:49:00,23
